date,sex,age,NUTS,population
2019-12-31,F,0,CZ0,54573
2019-12-31,F,1,CZ0,56014
2019-12-31,F,2,CZ0,56184
2019-12-31,F,3,CZ0,55571
2019-12-31,F,4,CZ0,54952
2019-12-31,F,5,CZ0,54709
2019-12-31,F,6,CZ0,53488
2019-12-31,F,7,CZ0,54023
2019-12-31,F,8,CZ0,53772
2019-12-31,F,9,CZ0,58591
2019-12-31,F,10,CZ0,59800
2019-12-31,F,11,CZ0,60292
2019-12-31,F,12,CZ0,58330
2019-12-31,F,13,CZ0,53080
2019-12-31,F,14,CZ0,50521
2019-12-31,F,15,CZ0,48051
2019-12-31,F,16,CZ0,46354
2019-12-31,F,17,CZ0,46110
2019-12-31,F,18,CZ0,45944
2019-12-31,F,19,CZ0,45548
2019-12-31,F,20,CZ0,45334
2019-12-31,F,21,CZ0,45930
2019-12-31,F,22,CZ0,46574
2019-12-31,F,23,CZ0,47005
2019-12-31,F,24,CZ0,49953
2019-12-31,F,25,CZ0,55560
2019-12-31,F,26,CZ0,62334
2019-12-31,F,27,CZ0,62928
2019-12-31,F,28,CZ0,66935
2019-12-31,F,29,CZ0,68329
2019-12-31,F,30,CZ0,67891
2019-12-31,F,31,CZ0,70619
2019-12-31,F,32,CZ0,69266
2019-12-31,F,33,CZ0,70190
2019-12-31,F,34,CZ0,71837
2019-12-31,F,35,CZ0,71727
2019-12-31,F,36,CZ0,71846
2019-12-31,F,37,CZ0,73512
2019-12-31,F,38,CZ0,73707
2019-12-31,F,39,CZ0,77357
2019-12-31,F,40,CZ0,85505
2019-12-31,F,41,CZ0,88319
2019-12-31,F,42,CZ0,89545
2019-12-31,F,43,CZ0,91612
2019-12-31,F,44,CZ0,93529
2019-12-31,F,45,CZ0,93908
2019-12-31,F,46,CZ0,87407
2019-12-31,F,47,CZ0,79592
2019-12-31,F,48,CZ0,75075
2019-12-31,F,49,CZ0,72128
2019-12-31,F,50,CZ0,68963
2019-12-31,F,51,CZ0,65838
2019-12-31,F,52,CZ0,65772
2019-12-31,F,53,CZ0,66703
2019-12-31,F,54,CZ0,69081
2019-12-31,F,55,CZ0,71982
2019-12-31,F,56,CZ0,69808
2019-12-31,F,57,CZ0,62747
2019-12-31,F,58,CZ0,61256
2019-12-31,F,59,CZ0,59632
2019-12-31,F,60,CZ0,59043
2019-12-31,F,61,CZ0,64246
2019-12-31,F,62,CZ0,68711
2019-12-31,F,63,CZ0,71283
2019-12-31,F,64,CZ0,71864
2019-12-31,F,65,CZ0,72182
2019-12-31,F,66,CZ0,72260
2019-12-31,F,67,CZ0,73371
2019-12-31,F,68,CZ0,73740
2019-12-31,F,69,CZ0,71695
2019-12-31,F,70,CZ0,69392
2019-12-31,F,71,CZ0,70511
2019-12-31,F,72,CZ0,72716
2019-12-31,F,73,CZ0,69379
2019-12-31,F,74,CZ0,55453
2019-12-31,F,75,CZ0,56718
2019-12-31,F,76,CZ0,53657
2019-12-31,F,77,CZ0,46432
2019-12-31,F,78,CZ0,43305
2019-12-31,F,79,CZ0,40927
2019-12-31,F,80,CZ0,35233
2019-12-31,F,81,CZ0,32176
2019-12-31,F,82,CZ0,28933
2019-12-31,F,83,CZ0,26920
2019-12-31,F,84,CZ0,24901
2019-12-31,F,85,CZ0,23295
2019-12-31,F,86,CZ0,21243
2019-12-31,F,87,CZ0,19758
2019-12-31,F,88,CZ0,17202
2019-12-31,F,89,CZ0,14941
2019-12-31,F,90,CZ0,11771
2019-12-31,F,91,CZ0,9616
2019-12-31,F,92,CZ0,7396
2019-12-31,F,93,CZ0,5666
2019-12-31,F,94,CZ0,4162
2019-12-31,F,95,CZ0,3077
2019-12-31,F,96,CZ0,2294
2019-12-31,F,97,CZ0,1414
2019-12-31,F,98,CZ0,920
2019-12-31,F,99,CZ0,482
2019-12-31,F,100+,CZ0,515
2019-12-31,F,0,CZ01,7264
2019-12-31,F,1,CZ01,7464
2019-12-31,F,2,CZ01,7288
2019-12-31,F,3,CZ01,7363
2019-12-31,F,4,CZ01,7132
2019-12-31,F,5,CZ01,7163
2019-12-31,F,6,CZ01,6728
2019-12-31,F,7,CZ01,7011
2019-12-31,F,8,CZ01,6747
2019-12-31,F,9,CZ01,7047
2019-12-31,F,10,CZ01,6956
2019-12-31,F,11,CZ01,6830
2019-12-31,F,12,CZ01,6364
2019-12-31,F,13,CZ01,5957
2019-12-31,F,14,CZ01,5475
2019-12-31,F,15,CZ01,4997
2019-12-31,F,16,CZ01,4572
2019-12-31,F,17,CZ01,4592
2019-12-31,F,18,CZ01,4990
2019-12-31,F,19,CZ01,5249
2019-12-31,F,20,CZ01,5054
2019-12-31,F,21,CZ01,5045
2019-12-31,F,22,CZ01,5376
2019-12-31,F,23,CZ01,5558
2019-12-31,F,24,CZ01,6099
2019-12-31,F,25,CZ01,6736
2019-12-31,F,26,CZ01,7490
2019-12-31,F,27,CZ01,7981
2019-12-31,F,28,CZ01,9215
2019-12-31,F,29,CZ01,9797
2019-12-31,F,30,CZ01,10034
2019-12-31,F,31,CZ01,10866
2019-12-31,F,32,CZ01,10734
2019-12-31,F,33,CZ01,11017
2019-12-31,F,34,CZ01,11205
2019-12-31,F,35,CZ01,11230
2019-12-31,F,36,CZ01,11150
2019-12-31,F,37,CZ01,11284
2019-12-31,F,38,CZ01,10950
2019-12-31,F,39,CZ01,11304
2019-12-31,F,40,CZ01,12455
2019-12-31,F,41,CZ01,12604
2019-12-31,F,42,CZ01,12220
2019-12-31,F,43,CZ01,12022
2019-12-31,F,44,CZ01,11996
2019-12-31,F,45,CZ01,11770
2019-12-31,F,46,CZ01,10617
2019-12-31,F,47,CZ01,9341
2019-12-31,F,48,CZ01,9132
2019-12-31,F,49,CZ01,8604
2019-12-31,F,50,CZ01,8055
2019-12-31,F,51,CZ01,7739
2019-12-31,F,52,CZ01,7804
2019-12-31,F,53,CZ01,7807
2019-12-31,F,54,CZ01,8165
2019-12-31,F,55,CZ01,8516
2019-12-31,F,56,CZ01,8380
2019-12-31,F,57,CZ01,7295
2019-12-31,F,58,CZ01,6981
2019-12-31,F,59,CZ01,6586
2019-12-31,F,60,CZ01,6405
2019-12-31,F,61,CZ01,6967
2019-12-31,F,62,CZ01,7422
2019-12-31,F,63,CZ01,7791
2019-12-31,F,64,CZ01,7986
2019-12-31,F,65,CZ01,8238
2019-12-31,F,66,CZ01,8224
2019-12-31,F,67,CZ01,8436
2019-12-31,F,68,CZ01,8326
2019-12-31,F,69,CZ01,7965
2019-12-31,F,70,CZ01,7795
2019-12-31,F,71,CZ01,8071
2019-12-31,F,72,CZ01,8595
2019-12-31,F,73,CZ01,8920
2019-12-31,F,74,CZ01,7292
2019-12-31,F,75,CZ01,7516
2019-12-31,F,76,CZ01,6875
2019-12-31,F,77,CZ01,5710
2019-12-31,F,78,CZ01,4937
2019-12-31,F,79,CZ01,4452
2019-12-31,F,80,CZ01,3642
2019-12-31,F,81,CZ01,3651
2019-12-31,F,82,CZ01,3357
2019-12-31,F,83,CZ01,3174
2019-12-31,F,84,CZ01,2865
2019-12-31,F,85,CZ01,2736
2019-12-31,F,86,CZ01,2610
2019-12-31,F,87,CZ01,2586
2019-12-31,F,88,CZ01,2240
2019-12-31,F,89,CZ01,2013
2019-12-31,F,90,CZ01,1606
2019-12-31,F,91,CZ01,1370
2019-12-31,F,92,CZ01,1046
2019-12-31,F,93,CZ01,791
2019-12-31,F,94,CZ01,593
2019-12-31,F,95,CZ01,494
2019-12-31,F,96,CZ01,381
2019-12-31,F,97,CZ01,229
2019-12-31,F,98,CZ01,126
2019-12-31,F,99,CZ01,79
2019-12-31,F,100+,CZ01,76
2019-12-31,F,0,CZ02,7344
2019-12-31,F,1,CZ02,7608
2019-12-31,F,2,CZ02,7937
2019-12-31,F,3,CZ02,8027
2019-12-31,F,4,CZ02,8051
2019-12-31,F,5,CZ02,8138
