date,sex,age,NUTS,population
2019-12-31,B,0,CZ0,112051
2019-12-31,B,1,CZ0,114505
2019-12-31,B,2,CZ0,115264
2019-12-31,B,3,CZ0,114188
2019-12-31,B,4,CZ0,112815
2019-12-31,B,5,CZ0,112333
2019-12-31,B,6,CZ0,109624
2019-12-31,B,7,CZ0,110642
2019-12-31,B,8,CZ0,110382
2019-12-31,B,9,CZ0,120414
2019-12-31,B,10,CZ0,122095
2019-12-31,B,11,CZ0,123576
2019-12-31,B,12,CZ0,119162
2019-12-31,B,13,CZ0,109443
2019-12-31,B,14,CZ0,103708
2019-12-31,B,15,CZ0,99048
2019-12-31,B,16,CZ0,95329
2019-12-31,B,17,CZ0,94886
2019-12-31,B,18,CZ0,94371
2019-12-31,B,19,CZ0,94396
2019-12-31,B,20,CZ0,93014
2019-12-31,B,21,CZ0,94521
2019-12-31,B,22,CZ0,95609
2019-12-31,B,23,CZ0,96795
2019-12-31,B,24,CZ0,103093
2019-12-31,B,25,CZ0,114277
2019-12-31,B,26,CZ0,128549
2019-12-31,B,27,CZ0,130178
2019-12-31,B,28,CZ0,138430
2019-12-31,B,29,CZ0,140458
2019-12-31,B,30,CZ0,139504
2019-12-31,B,31,CZ0,144786
2019-12-31,B,32,CZ0,143483
2019-12-31,B,33,CZ0,145646
2019-12-31,B,34,CZ0,148708
2019-12-31,B,35,CZ0,148890
2019-12-31,B,36,CZ0,148955
2019-12-31,B,37,CZ0,151889
2019-12-31,B,38,CZ0,152513
2019-12-31,B,39,CZ0,160751
2019-12-31,B,40,CZ0,176750
2019-12-31,B,41,CZ0,182008
2019-12-31,B,42,CZ0,184246
2019-12-31,B,43,CZ0,188738
2019-12-31,B,44,CZ0,191704
2019-12-31,B,45,CZ0,193117
2019-12-31,B,46,CZ0,180700
2019-12-31,B,47,CZ0,163690
2019-12-31,B,48,CZ0,154043
2019-12-31,B,49,CZ0,147728
2019-12-31,B,50,CZ0,141653
2019-12-31,B,51,CZ0,134535
2019-12-31,B,52,CZ0,134330
2019-12-31,B,53,CZ0,135489
2019-12-31,B,54,CZ0,140229
2019-12-31,B,55,CZ0,145997
2019-12-31,B,56,CZ0,140360
2019-12-31,B,57,CZ0,125875
2019-12-31,B,58,CZ0,122148
2019-12-31,B,59,CZ0,119121
2019-12-31,B,60,CZ0,117089
2019-12-31,B,61,CZ0,125658
2019-12-31,B,62,CZ0,133711
2019-12-31,B,63,CZ0,137407
2019-12-31,B,64,CZ0,137702
2019-12-31,B,65,CZ0,136954
2019-12-31,B,66,CZ0,136516
2019-12-31,B,67,CZ0,137281
2019-12-31,B,68,CZ0,136216
2019-12-31,B,69,CZ0,131960
2019-12-31,B,70,CZ0,126426
2019-12-31,B,71,CZ0,128130
2019-12-31,B,72,CZ0,130059
2019-12-31,B,73,CZ0,122445
2019-12-31,B,74,CZ0,95914
2019-12-31,B,75,CZ0,97784
2019-12-31,B,76,CZ0,91879
2019-12-31,B,77,CZ0,78664
2019-12-31,B,78,CZ0,72388
2019-12-31,B,79,CZ0,67914
2019-12-31,B,80,CZ0,57117
2019-12-31,B,81,CZ0,51605
2019-12-31,B,82,CZ0,45568
2019-12-31,B,83,CZ0,41773
2019-12-31,B,84,CZ0,38432
2019-12-31,B,85,CZ0,35257
2019-12-31,B,86,CZ0,31721
2019-12-31,B,87,CZ0,29139
2019-12-31,B,88,CZ0,25059
2019-12-31,B,89,CZ0,21413
2019-12-31,B,90,CZ0,16541
2019-12-31,B,91,CZ0,13289
2019-12-31,B,92,CZ0,10111
2019-12-31,B,93,CZ0,7583
2019-12-31,B,94,CZ0,5457
2019-12-31,B,95,CZ0,3922
2019-12-31,B,96,CZ0,2875
2019-12-31,B,97,CZ0,1796
2019-12-31,B,98,CZ0,1131
2019-12-31,B,99,CZ0,598
2019-12-31,B,100+,CZ0,713
2019-12-31,B,0,CZ01,14834
2019-12-31,B,1,CZ01,15339
2019-12-31,B,2,CZ01,15160
2019-12-31,B,3,CZ01,14950
2019-12-31,B,4,CZ01,14793
2019-12-31,B,5,CZ01,14562
2019-12-31,B,6,CZ01,13907
2019-12-31,B,7,CZ01,14260
2019-12-31,B,8,CZ01,13742
2019-12-31,B,9,CZ01,14538
2019-12-31,B,10,CZ01,14299
2019-12-31,B,11,CZ01,14098
2019-12-31,B,12,CZ01,13198
2019-12-31,B,13,CZ01,12184
2019-12-31,B,14,CZ01,10983
2019-12-31,B,15,CZ01,10304
2019-12-31,B,16,CZ01,9491
2019-12-31,B,17,CZ01,9463
2019-12-31,B,18,CZ01,10219
2019-12-31,B,19,CZ01,10608
2019-12-31,B,20,CZ01,10241
2019-12-31,B,21,CZ01,10352
2019-12-31,B,22,CZ01,10761
2019-12-31,B,23,CZ01,11128
2019-12-31,B,24,CZ01,12235
2019-12-31,B,25,CZ01,13355
2019-12-31,B,26,CZ01,15171
2019-12-31,B,27,CZ01,16179
2019-12-31,B,28,CZ01,18360
2019-12-31,B,29,CZ01,19634
2019-12-31,B,30,CZ01,20191
2019-12-31,B,31,CZ01,21656
2019-12-31,B,32,CZ01,21775
2019-12-31,B,33,CZ01,22379
2019-12-31,B,34,CZ01,22644
2019-12-31,B,35,CZ01,22796
2019-12-31,B,36,CZ01,22409
2019-12-31,B,37,CZ01,22916
2019-12-31,B,38,CZ01,22668
2019-12-31,B,39,CZ01,23462
2019-12-31,B,40,CZ01,25589
2019-12-31,B,41,CZ01,25753
2019-12-31,B,42,CZ01,25247
2019-12-31,B,43,CZ01,24949
2019-12-31,B,44,CZ01,24584
2019-12-31,B,45,CZ01,24193
2019-12-31,B,46,CZ01,22061
2019-12-31,B,47,CZ01,19678
2019-12-31,B,48,CZ01,18690
2019-12-31,B,49,CZ01,17692
2019-12-31,B,50,CZ01,16428
2019-12-31,B,51,CZ01,15745
2019-12-31,B,52,CZ01,15896
2019-12-31,B,53,CZ01,15520
2019-12-31,B,54,CZ01,16343
2019-12-31,B,55,CZ01,17007
2019-12-31,B,56,CZ01,16353
2019-12-31,B,57,CZ01,14384
2019-12-31,B,58,CZ01,13484
2019-12-31,B,59,CZ01,13113
2019-12-31,B,60,CZ01,12415
2019-12-31,B,61,CZ01,13296
2019-12-31,B,62,CZ01,14061
2019-12-31,B,63,CZ01,14486
2019-12-31,B,64,CZ01,14900
2019-12-31,B,65,CZ01,15187
2019-12-31,B,66,CZ01,15170
2019-12-31,B,67,CZ01,15261
2019-12-31,B,68,CZ01,15056
2019-12-31,B,69,CZ01,14259
2019-12-31,B,70,CZ01,13897
2019-12-31,B,71,CZ01,14317
2019-12-31,B,72,CZ01,15037
2019-12-31,B,73,CZ01,15382
2019-12-31,B,74,CZ01,12440
2019-12-31,B,75,CZ01,12890
2019-12-31,B,76,CZ01,11832
2019-12-31,B,77,CZ01,9583
2019-12-31,B,78,CZ01,8396
2019-12-31,B,79,CZ01,7518
2019-12-31,B,80,CZ01,6144
2019-12-31,B,81,CZ01,5939
2019-12-31,B,82,CZ01,5329
2019-12-31,B,83,CZ01,4973
2019-12-31,B,84,CZ01,4520
2019-12-31,B,85,CZ01,4232
2019-12-31,B,86,CZ01,4005
2019-12-31,B,87,CZ01,3853
2019-12-31,B,88,CZ01,3345
2019-12-31,B,89,CZ01,3039
2019-12-31,B,90,CZ01,2332
2019-12-31,B,91,CZ01,1979
2019-12-31,B,92,CZ01,1513
2019-12-31,B,93,CZ01,1104
2019-12-31,B,94,CZ01,819
2019-12-31,B,95,CZ01,662
2019-12-31,B,96,CZ01,490
2019-12-31,B,97,CZ01,291
2019-12-31,B,98,CZ01,164
2019-12-31,B,99,CZ01,99
2019-12-31,B,100+,CZ01,109
2019-12-31,B,0,CZ02,15088
2019-12-31,B,1,CZ02,15557
2019-12-31,B,2,CZ02,16442
2019-12-31,B,3,CZ02,16303
2019-12-31,B,4,CZ02,16494
2019-12-31,B,5,CZ02,16643
2019-12-31,B,6,CZ02,16292
2019-12-31,B,7,CZ02,16463
2019-12-31,B,8,CZ02,16760
2019-12-31,B,9,CZ02,17658
2019-12-31,B,10,CZ02,17702
2019-12-31,B,11,CZ02,17842
2019-12-31,B,12,CZ02,16926
2019-12-31,B,13,CZ02,15327
2019-12-31,B,14,CZ02,14631
2019-12-31,B,15,CZ02,13797
2019-12-31,B,16,CZ02,12913
2019-12-31,B,17,CZ02,12835
2019-12-31,B,18,CZ02,12451
2019-12-31,B,19,CZ02,12027
2019-12-31,B,20,CZ02,11448
2019-12-31,B,21,CZ02,11643
2019-12-31,B,22,CZ02,11899
2019-12-31,B,23,CZ02,11897
2019-12-31,B,24,CZ02,12574
2019-12-31,B,25,CZ02,13661
2019-12-31,B,26,CZ02,15562
2019-12-31,B,27,CZ02,15818
2019-12-31,B,28,CZ02,16687
2019-12-31,B,29,CZ02,16969
2019-12-31,B,30,CZ02,16999
2019-12-31,B,31,CZ02,17721
2019-12-31,B,32,CZ02,17797
2019-12-31,B,33,CZ02,18447
2019-12-31,B,34,CZ02,19147
2019-12-31,B,35,CZ02,19474
2019-12-31,B,36,CZ02,19801
2019-12-31,B,37,CZ02,20257
2019-12-31,B,38,CZ02,20864
2019-12-31,B,39,CZ02,22199
2019-12-31,B,40,CZ02,24673
2019-12-31,B,41,CZ02,25717
2019-12-31,B,42,CZ02,26108
2019-12-31,B,43,CZ02,26153
2019-12-31,B,44,CZ02,26792
2019-12-31,B,45,CZ02,26530
2019-12-31,B,46,CZ02,24560
2019-12-31,B,47,CZ02,22029
2019-12-31,B,48,CZ02,20586
2019-12-31,B,49,CZ02,19540
2019-12-31,B,50,CZ02,18418
2019-12-31,B,51,CZ02,17398
2019-12-31,B,52,CZ02,17273
2019-12-31,B,53,CZ02,16898
2019-12-31,B,54,CZ02,17434
2019-12-31,B,55,CZ02,18232
2019-12-31,B,56,CZ02,17113
2019-12-31,B,57,CZ02,15385
2019-12-31,B,58,CZ02,14600
2019-12-31,B,59,CZ02,14089
2019-12-31,B,60,CZ02,13961
2019-12-31,B,61,CZ02,15148
2019-12-31,B,62,CZ02,16139
2019-12-31,B,63,CZ02,16794
2019-12-31,B,64,CZ02,16731
2019-12-31,B,65,CZ02,16952
2019-12-31,B,66,CZ02,16819
2019-12-31,B,67,CZ02,17127
2019-12-31,B,68,CZ02,16498
2019-12-31,B,69,CZ02,16218
2019-12-31,B,70,CZ02,15780
2019-12-31,B,71,CZ02,15699
2019-12-31,B,72,CZ02,15990
2019-12-31,B,73,CZ02,15150
2019-12-31,B,74,CZ02,11997
2019-12-31,B,75,CZ02,11770
2019-12-31,B,76,CZ02,10976
2019-12-31,B,77,CZ02,9071
2019-12-31,B,78,CZ02,7981
2019-12-31,B,79,CZ02,7596
2019-12-31,B,80,CZ02,6346
2019-12-31,B,81,CZ02,5904
2019-12-31,B,82,CZ02,5160
2019-12-31,B,83,CZ02,4790
2019-12-31,B,84,CZ02,4431
2019-12-31,B,85,CZ02,4097
2019-12-31,B,86,CZ02,3634
2019-12-31,B,87,CZ02,3387
2019-12-31,B,88,CZ02,2862
2019-12-31,B,89,CZ02,2438
2019-12-31,B,90,CZ02,1861
2019-12-31,B,91,CZ02,1477
2019-12-31,B,92,CZ02,1110
2019-12-31,B,93,CZ02,872
2019-12-31,B,94,CZ02,614
2019-12-31,B,95,CZ02,422
2019-12-31,B,96,CZ02,325
2019-12-31,B,97,CZ02,195
2019-12-31,B,98,CZ02,114
2019-12-31,B,99,CZ02,68
2019-12-31,B,100+,CZ02,94
2019-12-31,B,0,CZ03,12703
2019-12-31,B,1,CZ03,12885
2019-12-31,B,2,CZ03,13047
2019-12-31,B,3,CZ03,12808
2019-12-31,B,4,CZ03,12673
2019-12-31,B,5,CZ03,12426
2019-12-31,B,6,CZ03,12192
2019-12-31,B,7,CZ03,12710
2019-12-31,B,8,CZ03,12232
2019-12-31,B,9,CZ03,13613
2019-12-31,B,10,CZ03,14006
2019-12-31,B,11,CZ03,14082
2019-12-31,B,12,CZ03,13643
2019-12-31,B,13,CZ03,12656
2019-12-31,B,14,CZ03,11936
2019-12-31,B,15,CZ03,11366
2019-12-31,B,16,CZ03,10987
2019-12-31,B,17,CZ03,11120
2019-12-31,B,18,CZ03,10857
2019-12-31,B,19,CZ03,10923
2019-12-31,B,20,CZ03,10790
2019-12-31,B,21,CZ03,10864
2019-12-31,B,22,CZ03,10935
2019-12-31,B,23,CZ03,11137
2019-12-31,B,24,CZ03,11998
2019-12-31,B,25,CZ03,13527
2019-12-31,B,26,CZ03,14864
2019-12-31,B,27,CZ03,14775
2019-12-31,B,28,CZ03,15861
2019-12-31,B,29,CZ03,16001
2019-12-31,B,30,CZ03,15952
2019-12-31,B,31,CZ03,16304
2019-12-31,B,32,CZ03,16163
2019-12-31,B,33,CZ03,16301
2019-12-31,B,34,CZ03,16523
2019-12-31,B,35,CZ03,16837
2019-12-31,B,36,CZ03,16765
2019-12-31,B,37,CZ03,17046
2019-12-31,B,38,CZ03,17100
2019-12-31,B,39,CZ03,18272
2019-12-31,B,40,CZ03,19731
2019-12-31,B,41,CZ03,20478
2019-12-31,B,42,CZ03,20785
2019-12-31,B,43,CZ03,21389
2019-12-31,B,44,CZ03,21761
2019-12-31,B,45,CZ03,22184
2019-12-31,B,46,CZ03,20853
2019-12-31,B,47,CZ03,18790
2019-12-31,B,48,CZ03,17435
2019-12-31,B,49,CZ03,17080
2019-12-31,B,50,CZ03,16413
2019-12-31,B,51,CZ03,15555
2019-12-31,B,52,CZ03,15429
2019-12-31,B,53,CZ03,15822
2019-12-31,B,54,CZ03,16123
2019-12-31,B,55,CZ03,16924
2019-12-31,B,56,CZ03,16340
2019-12-31,B,57,CZ03,14609
2019-12-31,B,58,CZ03,14498
2019-12-31,B,59,CZ03,14162
2019-12-31,B,60,CZ03,14134
2019-12-31,B,61,CZ03,15123
2019-12-31,B,62,CZ03,16270
2019-12-31,B,63,CZ03,16793
2019-12-31,B,64,CZ03,16899
2019-12-31,B,65,CZ03,16642
2019-12-31,B,66,CZ03,16529
2019-12-31,B,67,CZ03,16418
2019-12-31,B,68,CZ03,15967
2019-12-31,B,69,CZ03,15498
2019-12-31,B,70,CZ03,14818
2019-12-31,B,71,CZ03,15058
2019-12-31,B,72,CZ03,15503
2019-12-31,B,73,CZ03,14539
2019-12-31,B,74,CZ03,11427
2019-12-31,B,75,CZ03,11345
2019-12-31,B,76,CZ03,10623
2019-12-31,B,77,CZ03,9281
2019-12-31,B,78,CZ03,8348
2019-12-31,B,79,CZ03,7849
2019-12-31,B,80,CZ03,6695
2019-12-31,B,81,CZ03,6078
2019-12-31,B,82,CZ03,5336
2019-12-31,B,83,CZ03,5027
2019-12-31,B,84,CZ03,4658
2019-12-31,B,85,CZ03,4250
2019-12-31,B,86,CZ03,3746
2019-12-31,B,87,CZ03,3367
2019-12-31,B,88,CZ03,2992
2019-12-31,B,89,CZ03,2508
2019-12-31,B,90,CZ03,1911
2019-12-31,B,91,CZ03,1440
2019-12-31,B,92,CZ03,1112
2019-12-31,B,93,CZ03,800
2019-12-31,B,94,CZ03,589
2019-12-31,B,95,CZ03,417
