date,sex,age,NUTS,population
2019-07-01,F,0,CZ0,55139
2019-07-01,F,1,CZ0,56018
2019-07-01,F,2,CZ0,55781
2019-07-01,F,3,CZ0,55191
2019-07-01,F,4,CZ0,54758
2019-07-01,F,5,CZ0,54013
2019-07-01,F,6,CZ0,53683
2019-07-01,F,7,CZ0,53831
2019-07-01,F,8,CZ0,56119
2019-07-01,F,9,CZ0,59134
2019-07-01,F,10,CZ0,59986
2019-07-01,F,11,CZ0,59265
2019-07-01,F,12,CZ0,55652
2019-07-01,F,13,CZ0,51744
2019-07-01,F,14,CZ0,49201
2019-07-01,F,15,CZ0,47120
2019-07-01,F,16,CZ0,46044
2019-07-01,F,17,CZ0,45641
2019-07-01,F,18,CZ0,45459
2019-07-01,F,19,CZ0,45245
2019-07-01,F,20,CZ0,45453
2019-07-01,F,21,CZ0,46041
2019-07-01,F,22,CZ0,46534
2019-07-01,F,23,CZ0,48209
2019-07-01,F,24,CZ0,52408
2019-07-01,F,25,CZ0,58649
2019-07-01,F,26,CZ0,62317
2019-07-01,F,27,CZ0,64606
2019-07-01,F,28,CZ0,67317
2019-07-01,F,29,CZ0,67819
2019-07-01,F,30,CZ0,68948
2019-07-01,F,31,CZ0,69699
2019-07-01,F,32,CZ0,69487
2019-07-01,F,33,CZ0,70796
2019-07-01,F,34,CZ0,71564
2019-07-01,F,35,CZ0,71619
2019-07-01,F,36,CZ0,72522
2019-07-01,F,37,CZ0,73476
2019-07-01,F,38,CZ0,75403
2019-07-01,F,39,CZ0,81293
2019-07-01,F,40,CZ0,86779
2019-07-01,F,41,CZ0,88826
2019-07-01,F,42,CZ0,90468
2019-07-01,F,43,CZ0,92461
2019-07-01,F,44,CZ0,93624
2019-07-01,F,45,CZ0,90572
2019-07-01,F,46,CZ0,83432
2019-07-01,F,47,CZ0,77265
2019-07-01,F,48,CZ0,73549
2019-07-01,F,49,CZ0,70518
2019-07-01,F,50,CZ0,67399
2019-07-01,F,51,CZ0,65783
2019-07-01,F,52,CZ0,66246
2019-07-01,F,53,CZ0,67904
2019-07-01,F,54,CZ0,70595
2019-07-01,F,55,CZ0,70961
2019-07-01,F,56,CZ0,66349
2019-07-01,F,57,CZ0,62081
2019-07-01,F,58,CZ0,60579
2019-07-01,F,59,CZ0,59453
2019-07-01,F,60,CZ0,61795
2019-07-01,F,61,CZ0,66683
2019-07-01,F,62,CZ0,70229
2019-07-01,F,63,CZ0,71844
2019-07-01,F,64,CZ0,72329
2019-07-01,F,65,CZ0,72506
2019-07-01,F,66,CZ0,73172
2019-07-01,F,67,CZ0,73955
2019-07-01,F,68,CZ0,73145
2019-07-01,F,69,CZ0,71000
2019-07-01,F,70,CZ0,70516
2019-07-01,F,71,CZ0,72201
2019-07-01,F,72,CZ0,71704
2019-07-01,F,73,CZ0,63003
2019-07-01,F,74,CZ0,56727
2019-07-01,F,75,CZ0,55900
2019-07-01,F,76,CZ0,50733
2019-07-01,F,77,CZ0,45596
2019-07-01,F,78,CZ0,42910
2019-07-01,F,79,CZ0,38830
2019-07-01,F,80,CZ0,34506
2019-07-01,F,81,CZ0,31395
2019-07-01,F,82,CZ0,28819
2019-07-01,F,83,CZ0,26854
2019-07-01,F,84,CZ0,25118
2019-07-01,F,85,CZ0,23348
2019-07-01,F,86,CZ0,21694
2019-07-01,F,87,CZ0,19660
2019-07-01,F,88,CZ0,17269
2019-07-01,F,89,CZ0,14459
2019-07-01,F,90,CZ0,11675
2019-07-01,F,91,CZ0,9401
2019-07-01,F,92,CZ0,7316
2019-07-01,F,93,CZ0,5579
2019-07-01,F,94,CZ0,4163
2019-07-01,F,95,CZ0,3119
2019-07-01,F,96,CZ0,2165
2019-07-01,F,97,CZ0,1385
2019-07-01,F,98,CZ0,820
2019-07-01,F,99,CZ0,416
2019-07-01,F,100+,CZ0,493
2019-07-01,F,0,CZ01,7372
2019-07-01,F,1,CZ01,7411
2019-07-01,F,2,CZ01,7329
2019-07-01,F,3,CZ01,7267
2019-07-01,F,4,CZ01,7162
2019-07-01,F,5,CZ01,6950
2019-07-01,F,6,CZ01,6866
2019-07-01,F,7,CZ01,6879
2019-07-01,F,8,CZ01,6893
2019-07-01,F,9,CZ01,7004
2019-07-01,F,10,CZ01,6884
2019-07-01,F,11,CZ01,6596
2019-07-01,F,12,CZ01,6139
2019-07-01,F,13,CZ01,5697
2019-07-01,F,14,CZ01,5206
2019-07-01,F,15,CZ01,4764
2019-07-01,F,16,CZ01,4474
2019-07-01,F,17,CZ01,4546
2019-07-01,F,18,CZ01,4908
2019-07-01,F,19,CZ01,5038
2019-07-01,F,20,CZ01,4966
2019-07-01,F,21,CZ01,5099
2019-07-01,F,22,CZ01,5345
2019-07-01,F,23,CZ01,5694
2019-07-01,F,24,CZ01,6252
2019-07-01,F,25,CZ01,6915
2019-07-01,F,26,CZ01,7526
2019-07-01,F,27,CZ01,8374
2019-07-01,F,28,CZ01,9297
2019-07-01,F,29,CZ01,9686
2019-07-01,F,30,CZ01,10261
2019-07-01,F,31,CZ01,10657
2019-07-01,F,32,CZ01,10782
2019-07-01,F,33,CZ01,11031
2019-07-01,F,34,CZ01,11118
2019-07-01,F,35,CZ01,11131
2019-07-01,F,36,CZ01,11189
2019-07-01,F,37,CZ01,11087
2019-07-01,F,38,CZ01,11122
2019-07-01,F,39,CZ01,11872
2019-07-01,F,40,CZ01,12502
2019-07-01,F,41,CZ01,12408
2019-07-01,F,42,CZ01,12085
2019-07-01,F,43,CZ01,11988
2019-07-01,F,44,CZ01,11869
2019-07-01,F,45,CZ01,11176
2019-07-01,F,46,CZ01,9966
2019-07-01,F,47,CZ01,9223
2019-07-01,F,48,CZ01,8863
2019-07-01,F,49,CZ01,8335
2019-07-01,F,50,CZ01,7906
2019-07-01,F,51,CZ01,7776
2019-07-01,F,52,CZ01,7815
2019-07-01,F,53,CZ01,7985
2019-07-01,F,54,CZ01,8353
2019-07-01,F,55,CZ01,8467
2019-07-01,F,56,CZ01,7837
2019-07-01,F,57,CZ01,7144
2019-07-01,F,58,CZ01,6814
2019-07-01,F,59,CZ01,6520
2019-07-01,F,60,CZ01,6711
2019-07-01,F,61,CZ01,7225
2019-07-01,F,62,CZ01,7646
2019-07-01,F,63,CZ01,7923
2019-07-01,F,64,CZ01,8164
2019-07-01,F,65,CZ01,8266
2019-07-01,F,66,CZ01,8368
2019-07-01,F,67,CZ01,8424
2019-07-01,F,68,CZ01,8197
2019-07-01,F,69,CZ01,7936
2019-07-01,F,70,CZ01,8005
2019-07-01,F,71,CZ01,8403
2019-07-01,F,72,CZ01,8834
2019-07-01,F,73,CZ01,8172
2019-07-01,F,74,CZ01,7481
2019-07-01,F,75,CZ01,7286
2019-07-01,F,76,CZ01,6362
2019-07-01,F,77,CZ01,5383
2019-07-01,F,78,CZ01,4780
2019-07-01,F,79,CZ01,4126
2019-07-01,F,80,CZ01,3738
2019-07-01,F,81,CZ01,3586
2019-07-01,F,82,CZ01,3358
2019-07-01,F,83,CZ01,3123
2019-07-01,F,84,CZ01,2927
2019-07-01,F,85,CZ01,2798
2019-07-01,F,86,CZ01,2747
2019-07-01,F,87,CZ01,2558
2019-07-01,F,88,CZ01,2280
2019-07-01,F,89,CZ01,1956
2019-07-01,F,90,CZ01,1605
2019-07-01,F,91,CZ01,1335
2019-07-01,F,92,CZ01,1037
2019-07-01,F,93,CZ01,787
2019-07-01,F,94,CZ01,623
2019-07-01,F,95,CZ01,503
2019-07-01,F,96,CZ01,348
2019-07-01,F,97,CZ01,216
2019-07-01,F,98,CZ01,122
2019-07-01,F,99,CZ01,67
2019-07-01,F,100+,CZ01,70
2019-07-01,F,0,CZ02,7353
2019-07-01,F,1,CZ02,7681
2019-07-01,F,2,CZ02,7874
2019-07-01,F,3,CZ02,7978
2019-07-01,F,4,CZ02,8053
2019-07-01,F,5,CZ02,8006
2019-07-01,F,6,CZ02,7963
2019-07-01,F,7,CZ02,8114
2019-07-01,F,8,CZ02,8357
2019-07-01,F,9,CZ02,8576
2019-07-01,F,10,CZ02,8674
2019-07-01,F,11,CZ02,8452
2019-07-01,F,12,CZ02,7769
2019-07-01,F,13,CZ02,7203
2019-07-01,F,14,CZ02,6858
2019-07-01,F,15,CZ02,6446
2019-07-01,F,16,CZ02,6199
2019-07-01,F,17,CZ02,6064
2019-07-01,F,18,CZ02,5855
2019-07-01,F,19,CZ02,5718
2019-07-01,F,20,CZ02,5598
2019-07-01,F,21,CZ02,5653
2019-07-01,F,22,CZ02,5687
2019-07-01,F,23,CZ02,5884
2019-07-01,F,24,CZ02,6369
2019-07-01,F,25,CZ02,7048
2019-07-01,F,26,CZ02,7558
2019-07-01,F,27,CZ02,7829
2019-07-01,F,28,CZ02,8109
2019-07-01,F,29,CZ02,8277
2019-07-01,F,30,CZ02,8466
2019-07-01,F,31,CZ02,8732
2019-07-01,F,32,CZ02,8894
2019-07-01,F,33,CZ02,9205
2019-07-01,F,34,CZ02,9501
2019-07-01,F,35,CZ02,9638
2019-07-01,F,36,CZ02,9866
2019-07-01,F,37,CZ02,10205
2019-07-01,F,38,CZ02,10643
2019-07-01,F,39,CZ02,11543
2019-07-01,F,40,CZ02,12409
2019-07-01,F,41,CZ02,12785
2019-07-01,F,42,CZ02,12852
2019-07-01,F,43,CZ02,12909
2019-07-01,F,44,CZ02,12882
2019-07-01,F,45,CZ02,12224
2019-07-01,F,46,CZ02,11212
2019-07-01,F,47,CZ02,10290
2019-07-01,F,48,CZ02,9653
2019-07-01,F,49,CZ02,9131
2019-07-01,F,50,CZ02,8667
2019-07-01,F,51,CZ02,8384
2019-07-01,F,52,CZ02,8250
2019-07-01,F,53,CZ02,8345
2019-07-01,F,54,CZ02,8711
2019-07-01,F,55,CZ02,8657
2019-07-01,F,56,CZ02,7958
2019-07-01,F,57,CZ02,7341
2019-07-01,F,58,CZ02,7170
2019-07-01,F,59,CZ02,7022
2019-07-01,F,60,CZ02,7368
2019-07-01,F,61,CZ02,8014
2019-07-01,F,62,CZ02,8460
2019-07-01,F,63,CZ02,8639
2019-07-01,F,64,CZ02,8756
2019-07-01,F,65,CZ02,8865
2019-07-01,F,66,CZ02,8998
2019-07-01,F,67,CZ02,8970
2019-07-01,F,68,CZ02,8807
2019-07-01,F,69,CZ02,8698
2019-07-01,F,70,CZ02,8575
2019-07-01,F,71,CZ02,8677
2019-07-01,F,72,CZ02,8666
2019-07-01,F,73,CZ02,7690
2019-07-01,F,74,CZ02,6796
2019-07-01,F,75,CZ02,6582
2019-07-01,F,76,CZ02,5877
2019-07-01,F,77,CZ02,5123
2019-07-01,F,78,CZ02,4760
2019-07-01,F,79,CZ02,4321
2019-07-01,F,80,CZ02,3876
2019-07-01,F,81,CZ02,3561
2019-07-01,F,82,CZ02,3253
2019-07-01,F,83,CZ02,3105
2019-07-01,F,84,CZ02,2934
2019-07-01,F,85,CZ02,2737
2019-07-01,F,86,CZ02,2508
2019-07-01,F,87,CZ02,2268
2019-07-01,F,88,CZ02,1951
2019-07-01,F,89,CZ02,1627
2019-07-01,F,90,CZ02,1310
2019-07-01,F,91,CZ02,1044
2019-07-01,F,92,CZ02,811
2019-07-01,F,93,CZ02,625
2019-07-01,F,94,CZ02,452
2019-07-01,F,95,CZ02,328
2019-07-01,F,96,CZ02,232
2019-07-01,F,97,CZ02,143
2019-07-01,F,98,CZ02,87
2019-07-01,F,99,CZ02,46
2019-07-01,F,100+,CZ02,61
2019-07-01,F,0,CZ03,6234
2019-07-01,F,1,CZ03,6349
2019-07-01,F,2,CZ03,6299
2019-07-01,F,3,CZ03,6131
2019-07-01,F,4,CZ03,6038
2019-07-01,F,5,CZ03,5987
2019-07-01,F,6,CZ03,6079
2019-07-01,F,7,CZ03,6086
2019-07-01,F,8,CZ03,6325
2019-07-01,F,9,CZ03,6753
2019-07-01,F,10,CZ03,6847
2019-07-01,F,11,CZ03,6828
2019-07-01,F,12,CZ03,6465
2019-07-01,F,13,CZ03,5941
